0.0010197,0.00062654,0.00053657
0.00063878,0.00056736,0.00050169
0.00071105,0.00054319,0.00048822
0.00056441,0.00052933,0.00048166
0.00062291,0.00052032,0.00047767
0.00054182,0.00051328,0.00047333
0.00057555,0.00050757,0.00047005
0.00052036,0.00050246,0.0004673
0.00054525,0.00049771,0.00045904
0.00050787,0.0004933,0.00045171
0.00052372,0.00048907,0.00044546
0.00049671,0.00048508,0.00044005
0.00050722,0.00048124,0.00043522
0.00048792,0.00047754,0.00043094
0.00049404,0.00047403,0.00042706
0.00047956,0.00047069,0.00042355
0.00048406,0.00046747,0.00042049
0.00047305,0.00046439,0.0004177
0.00047469,0.00046144,0.00041523
0.00046663,0.00045865,0.00041103
0.0004681,0.00045598,0.00040722
0.00046078,0.00045336,0.00040361
0.0004614,0.00045084,0.00040022
0.00045475,0.00044839,0.00039704
0.00045618,0.00044604,0.00039403
0.00044995,0.00044378,0.0003912
0.00045076,0.00044159,0.00038854
0.0004456,0.00043948,0.00038602
0.00044598,0.00043745,0.00038364
0.00044167,0.00043548,0.00038132
0.00044151,0.00043359,0.00037909
0.00043806,0.00043175,0.00037697
0.00043735,0.00042998,0.00037495
0.0004347,0.00042826,0.00037302
0.00043355,0.00042657,0.00037117
0.00043156,0.00042493,0.00036941
0.00043003,0.00042333,0.00036772
0.00042861,0.00042178,0.00036609
0.00042663,0.00042029,0.00036453
0.0004258,0.00041886,0.00036302
0.00042344,0.00041747,0.00036157
0.00042325,0.00041611,0.00036018
0.00042051,0.00041482,0.00035884
0.00042082,0.00041356,0.00035753
0.00041775,0.00041234,0.00035627
0.00041855,0.00041114,0.00035505
0.00041519,0.00040996,0.00035387
0.00041643,0.0004088,0.00035273
0.00041273,0.00040769,0.00035162
0.00041439,0.00040662,0.00035055
0.00041042,0.00040557,0.00034952
0.00041203,0.00040455,0.00034851
0.00040858,0.00040356,0.00034755
0.00040977,0.00040258,0.0003466
0.00040687,0.00040162,0.00034568
0.0004077,0.0004007,0.00034478
0.00040559,0.00039981,0.00034391
0.00040572,0.00039894,0.00034306
0.00040389,0.00039809,0.00034223
0.00040355,0.00039725,0.00034141
0.00040214,0.00039644,0.00034062
0.0004015,0.00039565,0.00033985
0.00040048,0.00039488,0.00033908
0.00039952,0.00039411,0.00033834
0.00039898,0.00039337,0.00033763
0.00039776,0.00039263,0.00033692
0.00039729,0.0003919,0.00033623
0.0003961,0.00039119,0.00033558
0.00039594,0.0003905,0.00033492
0.00039449,0.00038984,0.00033429
0.00039437,0.00038918,0.00033368
0.00039346,0.00038854,0.00033308
0.00039336,0.0003879,0.00033248
0.00039224,0.00038728,0.0003319
0.00039189,0.00038666,0.00033133
0.00039129,0.00038605,0.00033076
0.00039073,0.00038545,0.00033021
0.00038994,0.00038486,0.00032966
0.00038935,0.00038428,0.00032912
0.00038881,0.00038371,0.0003286
0.00038823,0.00038316,0.00032809
0.00038753,0.00038262,0.00032758
0.00038696,0.0003821,0.00032709
